26/11/2007;12:00:00;1.276;0.066;238.780;5.800;0.000;0.000;10.000
26/11/2007;12:01:00;1.600;0.068;239.040;6.800;0.000;0.000;18.000
26/11/2007;12:02:00;1.588;0.068;239.160;6.600;0.000;0.000;18.000
26/11/2007;12:03:00;1.574;0.068;239.070;6.600;0.000;0.000;18.000
26/11/2007;12:04:00;1.568;0.068;239.020;6.600;0.000;0.000;17.000
26/11/2007;12:05:00;1.566;0.066;239.130;6.600;0.000;0.000;18.000
26/11/2007;12:06:00;1.512;0.064;239.730;6.400;0.000;0.000;18.000
26/11/2007;12:07:00;1.452;0.066;238.550;6.200;0.000;0.000;17.000
26/11/2007;12:08:00;1.448;0.068;238.080;6.200;0.000;0.000;18.000
26/11/2007;12:09:00;1.440;0.070;237.410;6.200;0.000;0.000;17.000
26/11/2007;12:10:00;1.502;0.000;237.750;6.400;0.000;0.000;17.000
26/11/2007;12:11:00;1.516;0.000;237.250;6.400;0.000;0.000;18.000
26/11/2007;12:12:00;1.518;0.000;237.600;6.400;0.000;0.000;17.000
26/11/2007;12:13:00;1.514;0.000;237.700;6.400;0.000;0.000;17.000
26/11/2007;12:14:00;1.602;0.144;237.480;6.800;0.000;1.000;18.000
26/11/2007;12:15:00;1.600;0.150;237.970;6.800;0.000;1.000;17.000
26/11/2007;12:16:00;1.602;0.154;238.500;6.800;0.000;2.000;18.000
26/11/2007;12:17:00;1.634;0.178;239.070;7.000;0.000;1.000;17.000
26/11/2007;12:18:00;1.706;0.282;238.440;7.200;0.000;1.000;18.000
26/11/2007;12:19:00;1.700;0.282;238.270;7.200;0.000;2.000;17.000
26/11/2007;12:20:00;1.690;0.278;237.610;7.200;0.000;1.000;17.000
26/11/2007;12:21:00;1.682;0.272;237.150;7.200;0.000;2.000;18.000
26/11/2007;12:22:00;1.616;0.176;237.190;6.800;0.000;1.000;17.000
26/11/2007;12:23:00;1.616;0.176;237.170;6.800;0.000;1.000;17.000
26/11/2007;12:24:00;1.612;0.176;237.180;6.800;0.000;2.000;17.000
26/11/2007;12:25:00;1.618;0.178;237.220;6.800;0.000;1.000;18.000
26/11/2007;12:26:00;1.632;0.186;238.870;6.800;0.000;2.000;17.000
26/11/2007;12:27:00;1.624;0.186;238.890;6.800;0.000;1.000;18.000
26/11/2007;12:28:00;1.594;0.136;239.650;6.600;0.000;1.000;17.000
26/11/2007;12:29:00;1.554;0.070;239.940;6.400;0.000;0.000;18.000
26/11/2007;12:30:00;1.554;0.070;239.900;6.400;0.000;0.000;17.000
26/11/2007;12:31:00;1.552;0.068;239.650;6.400;0.000;0.000;18.000
26/11/2007;12:32:00;1.554;0.064;240.610;6.400;0.000;0.000;18.000
26/11/2007;12:33:00;1.470;0.058;240.790;6.200;0.000;0.000;18.000
26/11/2007;12:34:00;1.456;0.060;239.460;6.000;0.000;0.000;17.000
26/11/2007;12:35:00;1.454;0.060;239.270;6.000;0.000;0.000;18.000
26/11/2007;12:36:00;1.474;0.060;239.440;6.200;0.000;0.000;17.000
26/11/2007;12:37:00;2.104;0.098;238.750;9.600;0.000;0.000;18.000
26/11/2007;12:38:00;2.784;0.298;237.740;12.400;0.000;0.000;17.000
26/11/2007;12:39:00;2.702;0.244;237.910;12.000;0.000;0.000;17.000
26/11/2007;12:40:00;1.734;0.086;239.190;7.200;0.000;0.000;18.000
26/11/2007;12:41:00;2.202;0.152;238.160;9.800;0.000;0.000;17.000
26/11/2007;12:42:00;1.856;0.112;238.410;8.000;0.000;0.000;18.000
26/11/2007;12:43:00;2.734;0.266;237.740;12.000;0.000;0.000;17.000
26/11/2007;12:44:00;1.930;0.106;238.150;8.400;0.000;0.000;18.000
26/11/2007;12:45:00;2.388;0.156;236.780;10.600;0.000;0.000;17.000
26/11/2007;12:46:00;1.698;0.056;237.650;7.200;0.000;0.000;17.000
26/11/2007;12:47:00;2.626;0.208;236.840;11.600;0.000;0.000;17.000
